Comment,Label,Movie Title,Genre,Preference,Total Neutral,3000,Total Dislikes,3000,Total Likes,3000,Dataset Size,9000
আমি এটাতে ১০ এ ১১ দিতে চাই। বেষ্ট বাংলা মুভি,1,Aynabaji,Thriller ,Like,,,,,,,,
"চারপাশ বদলে যায়
থেমে যায় সময়
মিথ্যা যখন সত্যি হয়।
সবার জন্য সব সত্যি আমার জন্য অভিনয়",1,Aynabaji,Thriller ,Like,,,,,,,,
"অনেকের ধারনা ইহা কোরিয়ান ফিল্ম 'chang soo'-এর রিমাকে",0,Aynabaji,Thriller ,Dislike,,,,,,,,
" যারা যারা এই মুভি কে ওভাররেটেড বলতেছেন, দয়া করে আপনারা আমাদের কে কিছু ভালো মুভি সাজেস্ট করে যান... আমরা আয়নাবাজির ফ্যান রা আপনাদের রুচি দেখতে ইচ্ছুক",1,Aynabaji,Thriller ,Like,,,,,,,,
"কিছু কিছু মানুষ ওভাররেটেড কইয়া চিল্লায়া নিজেরে কি মনে করতেছে জানি না। আমার কথা হলো, ভালো মুভি যেহেতু খুব কম সংখ্যক হয় আমাদের দেশে সেখানে সেগুলোকে কি হাইপ করা অনুচিত। আপনারা হিরো আলমরে ট্রল কইরাও একপ্রকার হাইপ করছেন - যার ফলস্বরূপ সে এখন মিডিয়ায় যা খুশি বলে বেড়াচ্ছে। আর ""আয়নাবাজি"" ""অজ্ঞাতনামা""র মতো সিনেমারে ভালো বললেই চুলকানি উঠে, ডিরেক্ট হলিউডের সাথে কম্পেয়ার শুরু কইরা দেয়। মানে কুল্ডুড সাজতেই হইবো",1,Aynabaji,Thriller ,Like,,,,,,,,
আজকে দেখলাম 😇 মুভিটা দারুণ লাগলো ,1,Aynabaji,Thriller ,Like,,,,,,,,
বাংলাদেশে এই ধরনের সিনেমা হাতেগোনা কয়েকটা আছে। সেগুলোই সেরা সিনেমার তালিকায় পড়ে।,1,Aynabaji,Thriller ,Like,,,,,,,,
"একটা কথা বলি , বাংলাদেশ এর বিভিন্ন মুভি পেজে ঘুরে ফিরে দু চারটে মুভি আসে ।
ভালো মুভির খুব ক্রাইসিস মনে হয়",1,Aynabaji,Thriller ,Like,,,,,,,,
ওভারেটেড।ভিন্নধারার ছিলো।তবে ব্যবসায়িকভাবে ফ্লপ ছবি।,0,Aynabaji,Thriller ,Dislike,,,,,,,,
"মণিহার সিনেমা হলে ২ বার দেখতে গেছিলাম😌😌✌✌✌
""আপনার মতো ক্রিমিনাল............জানি একজনও নেই, আমি আয়না একজনই""
""এ পৃথিবীটা আমার কাছে মঞ্চ আর আমি অভিনেতা""
✌✌✌তাও কিছু লোক বলবে আয়নাবাজি ভালো লাগে নাই তাদের🥴🥴পলিটিকাল থেকে শুরু করে ট্রাফিক প্রবলেম পর্যন্ত তুলে ধরা হয়ছে।তাদের তাও পছন্দ না🥴",1,Aynabaji,Thriller ,Like,,,,,,,,
"মুভিটার শেষে যদি আয়না বের হতে না পারত আমার মনে হয় মুভিটা তাহলে অসসাধারণ হত।বিয়োগাত্মক পরিনতিতে দর্শককে বেশি বিধূর করত।
তবু সব মিলিয়ে চমৎকার।",1,Aynabaji,Thriller ,Like,,,,,,,,
"বাংলা সিনেমা হিসেবে ঠিক আছে। কিন্তু ওভারল এই কাহিনী দিয়ে আর সুন্দর মুভি হতে পারত,তাই হতাশ ",0,Aynabaji,Thriller ,Dislike,,,,,,,,
"সত্যিই অসাধারণ ছিলো❤️❤️
তবে আরেকটু অসাধারণ হওয়ারও সুযোগ ছিলো।",1,Aynabaji,Thriller ,Like,,,,,,,,
আমরাও মাস্টারপিস বানাইতে পারি,1,Aynabaji,Thriller ,Like,,,,,,,,
অনেক ভাল লাগছে। নিজের দেশের ভাল কিছু দেখলে পরাণ জুড়ায় যায়,1,Aynabaji,Thriller ,Like,,,,,,,,
"শুধু এটাকে বেস্ট বল্লে ভুল হবে,, চঞ্চল চৌধুরীর ৪ টা
মুভি'ই বেস্ট,,যা বাংলায় অন্য মুভির সাথে তুলনা করাই ট্রাফ। নেক্সট তকদির টাও ও আশা করছি বেস্ট হবে।",1,Aynabaji,Thriller ,Like,,,,,,,,
"বাংলা চলচ্চিত্রের সেরা একটা সিনেমা।",1,Aynabaji,Thriller ,Like,,,,,,,,
বাংলাদেশের বেস্ট একটা ছবি,1,Aynabaji,Thriller ,Like,,,,,,,,
"বাংলা ভাষায় আমার দেখা সেরা ছবি। ফোনে সব সময়ের জন্য থাকে।",1,Aynabaji,Thriller ,Like,,,,,,,,
"আয়না বাজি ২০০০ সালের পরে বাংলাদেশের সবচেয়ে ভালো সিনেমা।",1,Aynabaji,Thriller ,Like,,,,,,,,
একটি কথাই বলব আয়নাবাজি এমন একটা ছবি হলে গিয়ে প্রিয়জনের সাথে না দেখলে এই ছবির মজা বোজা যাবে না।বাংলাদেশে এমন ছবি সত্যিই অনেক দুর্দান্ত। প্রতিবছর আয়নাবাজির মতো অন্তত একটি ছবি হোক যে ছবি হলে গিয়ে অনেক উৎসাহ ও উদ্দীপনা নিয়ে দেখা যাবে,1,Aynabaji,Thriller ,Like,,,,,,,,
"এটা আমাদের একটা বড় প্রাপ্তি। চঞ্চলের অভিনয় সবকিছু ছাপিয়ে গেছে।
২০১৬ সালেরই অজ্ঞাতনামা আরো অনবদ্য।",1,Aynabaji,Thriller ,Like,,,,,,,,
"সেই একটা মুভি, পুরো অন্য ধাচের",1,Aynabaji,Thriller ,Like,,,,,,,,
"অনেকে অভাররেটেড বলতেছে।কিন্তু একটা সিনেমা কিভাবে একটা ইন্ডাস্ট্রি চেঞ্জ করে দিতে পারে তার উদাহারন আয়নাবাজি।মূলত আয়নাবাজি সিনেমা দিয়েই আমাদের সিনেমাগুলো ভিন্যধারায় প্রবাহিত হতে শুরু করেছিল।",1,Aynabaji,Thriller ,Like,,,,,,,,
"আমার দেওয়া সর্বোচ্চ রেটিং, যা শুধুমাত্র আরেকটা মুভিকে দিয়েছি",1,Aynabaji,Thriller ,Like,,,,,,,,
"শেষটা যদি আরেকটু বাস্তবসম্মত হতো, তাহলে আরও ভালো লাগত… কিন্তু সিনেমাটা একদম জোশ ছিল!",1,Aynabaji,Thriller ,Like,,,,,,,,
দেখেছি।ভালো মুভি।আমার মতে রেটিং ৭.৫,1,Aynabaji,Thriller ,Like,,,,,,,,
"Finishing টায় আরেকটু রিয়ালিটি থাকলে খুবই ভালো হইতো ♥
ওভারঅল অসাধারন তাও ",1,Aynabaji,Thriller ,Like,,,,,,,,
"এই সিনেমাটা নিঃসন্দেহে বাংলাদেশের সিনেমা জগতের সেরা ৩ টির মধ্যে থাকবে। গল্প, অভিনয় আর নির্মাণশৈলী সবমিলিয়ে এটি একটা অনন্য উচ্চতায় পৌঁছে গেছে।",1,Aynabaji,Thriller ,Like,,,,,,,,
এমন এক জায়গায় মিসটেক করছে যে তা যদি গোনায় ধরি তাহলে এভারেজ হবে।,0,Aynabaji,Thriller ,Dislike,,,,,,,,
"দেখছি অনেক আগেই কিন্তু দেখার আগে যতটা আগ্রহী ছিলাম ততটা ভালো লাগেনি। শুরুর দিকে তো অনেক বোরিং। শেষে একটু ভালো লেগেছে",1,Aynabaji,Thriller ,Like,,,,,,,,
"অনেক বেশি ওভাররেটেড! আর পরিচালক যদি সত্যিই *Parasite* মুভিটাকে ""ফালতু"" বলে থাকেন এবং *Avatar* দেখে তার ঘুম চলে আসে, তাহলে সেটা বেশ অবাক করার মতো ব্যাপার। এই ধরনের মন্তব্যে তার চলচ্চিত্র সম্পর্কে দৃষ্টিভঙ্গি নিয়েই প্রশ্ন ওঠে, কারণ *Parasite* এবং *Avatar* গ্লোবাল সিনেমা জগতে গুরুত্বপূর্ণ জায়গা তৈরি করেছে।",1,Aynabaji,Thriller ,Like,,,,,,,,
"আমি দেখি নাই যদিও সিনেমাটা। দেখবো সামনে আশা করছি। তবে আপনাদের সবার দেখাদেখি আমিও এই সিনেমাকে ১০-এ ১০ দিতে চাই।",1,Aynabaji,Thriller ,Like,,,,,,,,
"""গরুর মধ্যে বাছুর পরামানিক""
এই বাক্যে হিসাব করলে মাস্টারপিচ",1,Aynabaji,Thriller ,Like,,,,,,,,
ওয়ান অব দ্য বেস্ট।,1,Aynabaji,Thriller ,Like,,,,,,,,
"ভালো একটা মুভি, সাম্প্রতিক সময়ে ঢালিউডে এরকম মুভি খুব দুষ্কর",1,Aynabaji,Thriller ,Like,,,,,,,,
"এই মুভির কষ্টিউম আমার কাছে ভাদাইম্মার কষ্টিউম এর থেকে ক্ষেত লেগেছে।
মেকিং ,স্টোরি টেলিং, স্কৃনপ্লে মোটামুটি ভালো ছিলো।
টি,ভি,সি তে অমিতাম রেজার জুড়ি নেই।
তারেক মাসুদ এর মুভিকে আমার বাংলাদেশের সেরা মুভি মনে হয়।
এর সাথে এই আয়নাবাজি একটা বি গ্রেড এর মুভি।",0,Aynabaji,Thriller ,Dislike,,,,,,,,
"মুভিটা অসাধারন। তবে, মাস্টারপিস?
ব্যাপারটা হলো, আমাদের ২০০০ পরবর্তী জেনারেশন পুরনো দিনের বাংলা মুভিগুলো সম্পর্কে ধারনা কম বা ধারনা নেই, যে কারনে স্রোতের বিপরীতে কিছু মুভি দেখলে, মাস্টারপিস আখ্যা দেয়।
দেশে অনেক মুভি আছে না দেখা, যে গুলো আয়নাবাজি থেকেও ভালো। কিন্তু বাংলা সিনেমার নাম শুনতেে পারে না বলে, ওসব মুভি দেখেই না। যে কারনে, মাস্টারপিস আজকাল ডালভাত শব্দ",0,Aynabaji,Thriller ,Dislike,,,,,,,,
"গত কয়েকদিন আগেই প্রথম দেখলাম💖💖 খুব ভালো ছিলো !তবে কিছু কিছু মানুষ মূলত এদেশে ভালো সিনেমা তৈরি হতেই পারে না, এরকম বদ্ধমূল ধারণার কারণে ওভাররেটেড বলে প্রকৃত স্বাদটা নিতে পারে নি",1,Aynabaji,Thriller ,Like,,,,,,,,
"আয়নাবাজি মোটেও আহামরি কিছু না।
মাটির ময়না,রানওয়ে,মুক্তির গান মতো সিনেমার কাছে এটা দুধভাত বাংলাদেশের সেরা ১০০ সিনেমার ভিতর থাকতে পারে।",0,Aynabaji,Thriller ,Dislike,,,,,,,,
"মুভিটা ভাল মানের। তবে এর চেয়ে বেশি ভাল হয়েছে অজ্ঞাতনামা। শুধুমাত্র প্রচারণা বেশির কারণেই আয়নাবাজি বেশি ব্যবসা সফল।",1,Aynabaji,Thriller ,Like,,,,,,,,
"বাংলাদেশে যত ভালো মুভিই বানানো হোক না কেনো। আমরা বাঙ্গালি বলবই যে এটা কোন মুভি হইলো। অভার রেটেড মুভি,নকল মুভি ব্লা ব্লা । কারন আমরা বিদেশিদের পা চাটতে পছন্দ করি",1,Aynabaji,Thriller ,Like,,,,,,,,
মুভি অসাধারণ নো ডাউট। কিন্তু এন্ডিং টা একেবারেই অবাস্তব ছিল যার কারণে পারফেকশন হয়নি,1,Aynabaji,Thriller ,Like,,,,,,,,
মুভিটা এমন যে এরপর কি হয় এরপর কি হয় সহজ কথায় দর্শক ধরে রাখতে পেরেছে।বলিউডের অনেক মুভিকেও হার মানাবে এই সিনেমা এতটা সুন্দর কাহিনি ,1,Aynabaji,Thriller ,Like,,,,,,,,
"মুভিটা সুন্দর। কিন্তু এটার হাইপে অজ্ঞাতনামা চাপা পড়ে গেছিল। আমার কাছে এটার চেয়ে অজ্ঞাতনামাকে বেটার লাগছে",1,Aynabaji,Thriller ,Like,,,,,,,,
"ওভাররেটেড বলতেই হয়...বাংলাদেশি সিনেমা হিসেবে এটি গড়পরতার চেয়ে ভালো হতে পারে, তবে আন্তর্জাতিক মানের দিকে তাকালে একে গড় মানের বলা যায়।",1,Aynabaji,Thriller ,Like,,,,,,,,
ফোনে সব সময়ের জন্য জায়গা করে নেয়া একটি ছবি। প্রায়শই দেখি। বাংলা ভাষায় আমার সেরা ছবি।,1,Aynabaji,Thriller ,Like,,,,,,,,
বাংলা চলচ্ছিত্রে এমন মুভি ভবিষ্যতে আর পাওয়া যাবে কি সন্দেহ।,1,Aynabaji,Thriller ,Like,,,,,,,,
"এই মুভি দেখার জন্য আমি সিনেমা হলে গেসি।আর কুনু মুভি দেখার জন্য হলে যাই নাই সাম্প্রতিক সময়ে",1,Aynabaji,Thriller ,Like,,,,,,,,
"বেশি ভালো লাগে নাই মুভি টা।।",0,Aynabaji,Thriller ,Dislike,,,,,,,,
"অসাধারণ মুভি ছিল, কোনো সন্দেহ নেই! তবে গল্পটা যদি এত ধীরগতিতে না এগোতো, তাহলে আরও ভালো লাগতো। কিছু জায়গায় গল্পের গতি ধরে রাখা গেলে মুভিটা আরও আকর্ষণীয় হতো।",1,Aynabaji,Thriller ,Like,,,,,,,,
"অভিনয় ভালো লাগছে।
এন্ডিং ভালো লাগে নাই।
জেল থেকে বের হওয়ার ব্যপারটা সাদামাটা লাগছে।
",1,Aynabaji,Thriller ,Like,,,,,,,,
"ভাই অনেক মুভি আছে যেগুলা আসলেই ভাল হচ্চে এবং প্রশংসার দাবিদার কিন্তু কিছু মুভি আছে যেগুলা আসলে গঠনমুলক সমোলাচনা করতে চাইলেও করা যায় না সেগুলা রে বাশ দিতে হই
",1,Aynabaji,Thriller ,Like,,,,,,,,
"বড় বাজেট আর অত্যাধুনিক প্রযুক্তি ছাড়াও যে ভালো মুভি বানানো যায় তার প্রমান স্বরুপ আমি মালায়ালাম মুভি গুলা দেখার আমন্ত্রন জানাচ্ছি।
",1,Aynabaji,Thriller ,Like,,,,,,,,
"নিম্ন মানের মুভি সাপোর্ট কেউই করে না!
কিন্ত বিগত বছর গুলোতে অনেক ভালো মানের মুভি হইতেছে, শাকিব খান - শুভরাও নিজেকে দিনে দিনে তৈরি করে নিতেছে, চেষ্টা করতেছে ভালো কিছু করার!
কিন্ত আমাদের দেশের অভার স্মার্ট পাবলিকরা তারপরেও কেও ভালো কাজ করলে বা চেষ্টা করলে এপ্রিসিয়েট করতে চায় না!
তারা খারাপ হলেও গালি দেয়, ভালো হলেও লেইম জিনিস নিয়া হইলেও পাত্তা না দিয়ে স্মার্ট হতে চায়!!
বাংলাদেশ ফিল্ম ইন্ডাস্ট্রির বর্তমান কন্ডিশন , বাজেট , টেকনিকাল সাপোর্ট এসব জিনিস এর অনুপাতে মুভি কি রকম হইতেছে সেটা তাদের বোধগম্য নয়...
এসব অভার স্মার্ট পাবলিকরা যারা বেশি চিল্লায় আর স্ল্যাং ইউজ করে....
হয় তারা ইন্ডাস্ট্রির কন্ডিশন বুঝে না, আর নাহয় তাদের ন্যাচার এবং অতীতই এমন বস্তি মার্কা ..
খারাপ জিনিসকে অবশ্যই খারাপ বলতে হবে,
ভালোকে ভালো, তাই বলে হলি বলির মতো মুভি এক্সপেক্ট করা ঠিক না",1,Aynabaji,Thriller ,Like,,,,,,,,
"আপনার কথাগুলো একদম ঠিক! নিজের পছন্দ-অপছন্দ থাকতেই পারে, কিন্তু তাই বলে আমাদের দেশের ঢালিউড সিনেমা বা চলচ্চিত্র তারকাদের নিয়ে এমন অযথা বাজে মন্তব্য করাটা খুবই দুঃখজনক। কারো ভালো লাগবে, কারো নাও লাগতে পারে—এটা খুব স্বাভাবিক ব্যাপার। কিন্তু তা নিয়ে গালাগালি করা বা খারাপ মন্তব্য করা আসলেই অনর্থক। আমাদের শিল্পীদের সম্মান করা উচিত, কারণ তাঁরা আমাদের দেশের সংস্কৃতির একটা বড় অংশ তুলে ধরছেন।",1,Aynabaji,Thriller ,Like,,,,,,,,
"বাংলাদেশের মুভির জন্য আসল সমস্যা হলো ভাল কাহিনী, স্ক্রিপ্ট না থাকা। বস্তা পচা রিমেক দিয়া আখাদ্য বানাইয়া কতদিন চালানো যায়?? হুদাই ত্যানা পেচাইয়েন না। চাইলে কম বাজেটেও অনেক ভাল মুভি হয়",1,Aynabaji,Thriller ,Like,,,,,,,,
